Title,Flawlesss,Good,Poor,For sell,For buy,Category,Product model,Weight lb,Year,Space,Network,Color,Generation,Screen Size,Retina Display ,Memory,Hard Disk,Processor
iPod Touch 2 - 8GB,500,300,100,TRUE,FALSE,iPod,Touch,1,,8GB,,,2,,,,,
,,,,,,,,,,,,,,,,,,
iPhone 5 Unlocked 64GB White,7500,7000,3000,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 64GB Black,7300,6800,2800,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 32GB White,7000,6500,2500,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 32GB Black,6800,6400,2200,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 16GB  White,6000,5500,2000,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 16GB  Black,5800,5300,1800,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,Black,,,,,,
,,,,,,,,,,,,,,,,,,
iPhone 5 Sprint 64GB White,5500,5000,2000,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,White,,,,,,
iPhone 5 Sprint 64GB Black,5300,4700,1800,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,Black,,,,,,
iPhone 5 Sprint 32GB  White,5000,4500,1500,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,White,,,,,,
iPhone 5 Sprint 32GB  Black,4800,4300,1500,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,Black,,,,,,
iPhone 5 Sprint 16GB White,4000,3700,1100,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,White,,,,,,
iPhone 5 Sprint 16GB Black,3700,3300,1000,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,Black,,,,,,
,,,,,,,,,,,,,,,,,,
iPhone 5 Verizon 64GB White,5500,5000,2000,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,White,,,,,,
iPhone 5 Verizon 64GB Black,5300,4700,1800,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,Black,,,,,,
iPhone 5 Verizon 32GB White,5000,4500,1500,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,White,,,,,,
iPhone 5 Verizon 32GB Black,4800,4300,1500,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,Black,,,,,,
iPhone 5 Verizon 16GB  White,4000,3700,1100,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,White,,,,,,
iPhone 5 Verizon 16GB  Black,3700,3300,1000,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,Black,,,,,,
,,,,,,,,,,,,,,,,,,
ALL iPhone 5 AT&T models - please add and copy same exact honey values from Verizon iPhone 5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
iPhone 5 AT&T 64GB White,5500,5000,2000,TRUE,FALSE,iPhone,iPhone 5,1,,64GB, AT&T,White,,,,,,
iPhone 5 AT&T 64GB Black,5300,4700,1800,TRUE,FALSE,iPhone,iPhone 5,1,,64GB, AT&T,Black,,,,,,
iPhone 5 AT&T 32GB White,5000,4500,1500,TRUE,FALSE,iPhone,iPhone 5,1,,32GB, AT&T,White,,,,,,
iPhone 5 AT&T 32GB Black,4800,4300,1500,TRUE,FALSE,iPhone,iPhone 5,1,,32GB, AT&T,Black,,,,,,
iPhone 5 AT&T 16GB  White,4000,3700,1100,TRUE,FALSE,iPhone,iPhone 5,1,,16GB, AT&T,White,,,,,,
iPhone 5 AT&T 16GB  Black,3700,3300,1000,TRUE,FALSE,iPhone,iPhone 5,1,,16GB, AT&T,Black,,,,,,
,,,,,,,,,,,,,,,,,,
iPhone 4S Unlocked 64GB White (Flawless),5000,4700,2300,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,,,,,,,
iPhone 4S Unlocked 64GB Black (Flawless),4700,4300,2000,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,,,,,,,
iPhone 4S Unlocked 32GB White (Flawless),4500,4100,1900,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,,,,,,,
iPhone 4S Unlocked 32GB Black (Flawless),4800,4500,1700,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,,,,,,,
iPhone 4S Unlocked 16GB  White (Flawless),4000,3500,1500,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,,,,,,,
iPhone 4S Unlocked 16GB  Black (Flawless),3700,3300,1200,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,,,,,,,
,,,,,,,,,,,,,,,,,,
iPhone 4S - Sprint - 64GB White (Flawless),4000,3600,1500,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 64GB Black (Flawless),3600,3400,1200,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 32GB  White (Flawless),3400,3100,950,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 32GB  Black (Flawless),3200,2900,900,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 16GB White (Flawless),3000,2700,750,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 16GB Black (Flawless),2800,2500,650,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,Black,,,,,,
,,,,,,,,,,,,,,,,,,
All iPhone 4S Verizon models - please add and copy same exact honey values from Sprint iPhone 4S,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
iPhone 4S - Verizon - 64GB White (Flawless),4000,3600,1500,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Verizon,White,,,,,,
iPhone 4S - Verizon - 64GB Black (Flawless),3600,3400,1200,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Verizon,Black,,,,,,
iPhone 4S - Verizon - 32GB  White (Flawless),3400,3100,950,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Verizon,White,,,,,,
iPhone 4S - Verizon - 32GB  Black (Flawless),3200,2900,#REF!,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Verizon,Black,,,,,,
iPhone 4S - Verizon - 16GB White (Flawless),3000,2700,750,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Verizon,White,,,,,,
iPhone 4S - Verizon - 16GB Black (Flawless),2800,2500,650,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Verizon,Black,,,,,,
,,,,,,,,,,,,,,,,,,
iPhone 4S AT&T 64GB White (Flawless),4000,3600,1500,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,White,,,,,,
iPhone 4S AT&T 64GB Black (Flawless),3600,3400,1200,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,Black,,,,,,
iPhone 4S AT&T 32GB White (Flawless),3400,3100,950,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,White,,,,,,
iPhone 4S AT&T 32GB Black (Flawless),3200,2900,900,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,Black,,,,,,
iPhone 4S AT&T 16GB  White (Flawless),3000,2700,750,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,White,,,,,,
iPhone 4S AT&T 16GB  Black (Flawless),2800,2500,650,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,Black,,,,,,
,,,,,,,,,,,,,,,,,,
iPhone 4 Unlocked - 32GB White (Flawless),2500,2200,1200,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 32GB Black (Flawless),2300,1900,800,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 16GB White (Flawless),2000,1600,700,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 16GB Black (Flawless),1800,1400,600,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 8GB  White (Flawless),1500,1000,500,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 8GB  Black (Flawless),900,700,400,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,Black,,,,,,
,,,,,,,,,,,,,,,,,,
iPhone 4 Sprint - 8GB White (Flawless),1200,1000,600,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,White,,,,,,
iPhone 4 Sprint - 8GB Black (Flawless),1000,650,300,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,Black,,,,,,
,,,,,,,,,,,,,,,,,,
iPhone 4 AT&T 32GB White (Flawless),2300,2000,800,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,White,,,,,,
iPhone 4 AT&T 32GB Black (Flawless),2000,1700,700,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,Black,,,,,,
iPhone 4 AT&T 16GB White (Flawless),2000,1600,700,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,White,,,,,,
iPhone 4 AT&T 16GB Black (Flawless),1700,1400,600,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,Black,,,,,,
,,,,,,,,,,,,,,,,,,
iPhone 4 Verizon models - make it the same as AT&T iPhone 4 models,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
iPhone 4 Verizon 32GB White (Flawless),2300,2000,800,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Verizon,White,,,,,,
iPhone 4 Verizon 32GB Black (Flawless),2000,1700,700,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Verizon,Black,,,,,,
iPhone 4 Verizon 16GB White (Flawless),2000,1600,700,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Verizon,White,,,,,,
iPhone 4 Verizon 16GB Black (Flawless),1700,1400,600,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Verizon,Black,,,,,,
,,,,,,,,,,,,,,,,,,
Remove Iphone 4S,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
iPad Mini 4G LTE 64GB Verizon is missing - please use same prices from Sprint with the same model,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Mini - 4G LTE Verizon 64GB White,5500,5000,2500,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 64GB Black,5200,4800,2200,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Verizon,Black,,,,,,
,,,,,,,,,,,,,,,,,,
Mini - 4G LTE Verizon 32GB White,5000,4700,2000,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 32GB Black,4900,4500,1800,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE Verizon 16GB White,4500,4200,2000,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,White,,,,,,
Mini - 4G LTE Verizon 16GB Black,4100,3700,1700,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Verizon,Black,,,,,,
Mini - 4G LTE - Sprint - 64GB White,5500,5000,2500,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 64GB Black,5200,4800,2200,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 32GB White,5000,4700,2000,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 32GB Black,4900,4500,1800,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 16GB White,4500,4200,2000,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 16GB Black,4100,3700,1700,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE AT&T 64GB White,5000,4700,2000,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 64GB Black,4900,4500,1800,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 32GB White,5000,4700,2000,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 32GB Black,4900,4500,1800,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 16GB White,4500,4200,2000,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 16GB Black,4100,3700,1700,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,Black,,,,,,
Mini WiFi Only 64GB White,5000,4500,2000,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,White,,,,,,
Mini WiFi Only 64GB Black,4500,4000,1700,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,Black,,,,,,
Mini WiFi Only 32GB White,4000,3700,1500,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,White,,,,,,
Mini WiFi Only 32GB Black,3800,3400,1200,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,Black,,,,,,
Mini WiFi Only 16GB White,3400,3000,1000,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,White,,,,,,
Mini WiFi Only 16GB Black,3200,2800,700,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,Black,,,,,,
iPad 4 - 4G LTE Verizon 64GB White,7500,7000,3000,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 64GB Black,7000,6500,2600,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 32GB White,6500,6000,2200,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 32GB Black,6300,5800,2000,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 16GB White,5000,4500,2000,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 16GB Black,4600,4000,1700,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB White,7500,7000,3000,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB Black,7000,6500,2600,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB White,6500,6000,2200,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB Black,6300,5800,2000,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB White,5000,4500,2000,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB Black,4600,4000,1700,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE AT&T 64GB White,7500,7000,3000,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 64GB Black,7000,6500,2600,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 32GB White,6500,6000,2200,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 32GB Black,6300,5800,2000,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 16GB White,5000,4500,2000,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 16GB Black,4600,4000,1700,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,Black,,,,,,
iPad 4 WiFi Only 64GB White,6500,6000,3000,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 64GB Black,6200,5700,2700,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 32GB White,6000,5500,2500,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 32GB Black,5500,5000,2000,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 16GB White,4000,3500,1500,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 16GB Black,3600,3000,1200,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,Black,,,,,,
,,,,,,,,,,,,,,,,,,
iPad 3 - 4G LTE Verizon 64GB White (Flawless),5500,5000,2500,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 64GB Black (Flawless),5200,4700,2000,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 32GB White (Flawless),5000,4400,2000,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 32GB Black (Flawless),4500,4000,1500,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 16GB White (Flawless),3500,3000,1200,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 16GB Black (Flawless),3000,2600,1000,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,Black,,,,,,
,,,,,,,,,,,,,,,,,,
iPad 3 - 4G LTE AT&T 64GB White (Flawless),5500,5000,2500,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 64GB Black (Flawless),5200,4700,2000,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 32GB White (Flawless),5000,4400,2000,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 32GB Black (Flawless),4500,4000,1500,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 16GB White (Flawless),3500,3000,1200,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 16GB Black (Flawless),3000,2600,1000,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,Black,,,,,,
,,,,,,,,,,,,,,,,,,
iPad 3 WiFi Only 64GB White (Flawless),5000,4500,2400,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 64GB Black (Flawless),4600,4000,2000,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 32GB White (Flawless),4500,3900,1900,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 32GB Black (Flawless),4200,3700,1500,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 16GB White (Flawless),4000,3500,1200,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 16GB Black (Flawless),3600,3300,1000,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,Black,,,,,,
,,,,,,,,,,,,,,,,,,
iPad 2 - 3G Verizon 64GB White (Flawless),2500,2000,1000,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 64GB Black (Flawless),2200,1800,800,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 32GB White (Flawless),2000,1500,900,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 32GB Black (Flawless),1200,900,450,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 16GB White (Flawless),1500,1200,300,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 16GB Black (Flawless),1200,900,300,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G AT&T 64GB White (Flawless),2500,2000,1000,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 64GB Black (Flawless),2200,1800,800,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 32GB White (Flawless),2000,1500,900,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 32GB Black (Flawless),1200,900,450,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 16GB White (Flawless),1500,1200,300,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 16GB Black (Flawless),1200,900,300,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,Black,,,,,,
iPad 2 WiFi Only 64GB White (Flawless),3000,2500,1000,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 64GB Black (Flawless),2700,2200,900,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 32GB White (Flawless),2500,2000,800,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 32GB Black (Flawless),2300,1700,700,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 16GB White (Flawless),2000,1500,600,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 16GB Black (Flawless),1600,1200,500,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,Black,,,,,,
,,,,,,,,,,,,,,,,,,
Galaxy Note II Unlocked 32GB White,6500,6000,3000,TRUE,FALSE,Galaxy,Note II,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy Note II Unlocked 16GB White,5000,4500,2300,TRUE,FALSE,Galaxy,Note II,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy Note II - Sprint - 16GB White,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,Sprint,White,,,,,,
Galaxy Note II - T-Mobile - 16GB White,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,T-Mobile,White,,,,,,
Galaxy Note II AT&T 16GB White,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,AT&T,White,,,,,,
Galaxy Note II Verizon 16GB White,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,Verizon,White,,,,,,
,,,,,,,,,,,,,,,,,,
Galaxy Note 2 requires Gray also in addition to white which is already there. Please add that and use the same values for every carrier with except unlocked.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Galaxy Note II - Sprint - 16GB Gray,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,Sprint,Gray,,,,,,
Galaxy Note II - T-Mobile - 16GB Gray,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,T-Mobile,Gray,,,,,,
Galaxy Note II AT&T 16GB Gray,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,AT&T,Gray,,,,,,
Galaxy Note II Verizon 16GB Gray,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,Verizon,Gray,,,,,,
,,,,,,,,,,,,,,,,,,
Galaxy - Note - Unlocked - 32GB White (Flawless),3500,3000,1500,TRUE,FALSE,Galaxy,Note,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy - Note - Unlocked - 16GB White (Flawless),3000,2500,1200,TRUE,FALSE,Galaxy,Note,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - Note - T-Mobile - 16GB White (Flawless),2600,2000,1000,TRUE,FALSE,Galaxy,Note,1,,16GB,T-Mobile,White,,,,,,
Galaxy - Note AT&T 16GB White (Flawless),2600,2000,1000,TRUE,FALSE,Galaxy,Note,1,,16GB,AT&T,White,,,,,,
,,,,,,,,,,,,,,,,,,
Galaxy S3 Unlocked - 32GB White,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 32GB Black,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 32GB Brown,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 32GB Red,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Unlocked - 16GB  White,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 16GB  Black,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 16GB  Brown,4300,3700,1300,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 16GB  Red,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Sprint - 32GB White,4300,3500,1300,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 32GB Black,4000,3300,1000,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 32GB Brown,3000,2500,1200,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Brown,,,,,,
