Title,Honey price,Using condition,For sell,For buy,Category,Product model,Weight lb,Year,Space,Network,Color,General,Screen Size,Retina Display ,Memory,Hard Disk,Processor
Galaxy S3 T-Mobile - 32GB White,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,32GB,T-Mobile,White,,,,,,
Galaxy S3 T-Mobile - 32GB Black,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,32GB,T-Mobile,Black,,,,,,
Galaxy S3 T-Mobile - 32GB Brown,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,32GB,T-Mobile,Brown,,,,,,
Galaxy S3 T-Mobile - 32GB Red,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,32GB,T-Mobile,Red,,,,,,
Galaxy S3 T-Mobile - 16GB White,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,16GB,T-Mobile,White,,,,,,
Galaxy S3 T-Mobile - 16GB Black,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,16GB,T-Mobile,Black,,,,,,
Galaxy S3 T-Mobile - 16GB Brown,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,16GB,T-Mobile,Brown,,,,,,
Galaxy S3 T-Mobile - 16GB Red,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,16GB,T-Mobile,Red,,,,,,
Galaxy S3 AT&T - 32GB White,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,32GB,AT&T,White,,,,,,
Galaxy S3 AT&T - 32GB Black,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,32GB,AT&T,Black,,,,,,
Galaxy S3 AT&T - 32GB Brown,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,32GB,AT&T,Brown,,,,,,
Galaxy S3 AT&T - 32GB Red,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,32GB,AT&T,Red,,,,,,
Galaxy S3 AT&T - 16GB White,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,16GB,AT&T,White,,,,,,
Galaxy S3 AT&T - 16GB Black,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,16GB,AT&T,Black,,,,,,
Galaxy S3 AT&T - 16GB Brown,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,16GB,AT&T,Brown,,,,,,
Galaxy S3 AT&T - 16GB Red,100,Flawless,FALSE,TRUE,Galaxy,S III,1,,16GB,AT&T,Red,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
All items for selling,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Macbook Air (Flawless),300,Flawless,TRUE,FALSE,Macbook,Macbook Air,1,2012,,,,,,,,,
Macbook Air (Good),300,Flawless,TRUE,FALSE,Macbook,Macbook Air,1,2012,,,,,,,,,
Macbook Air (Poor),300,Flawless,TRUE,FALSE,Macbook,Macbook Air,1,2012,,,,,,,,,
Macbook Air (Flawless),300,Flawless,TRUE,FALSE,Macbook,Macbook Air,1,2011,,,,,,,,,
Macbook Air (Good),300,Flawless,TRUE,FALSE,Macbook,Macbook Air,1,2011,,,,,,,,,
Macbook Air (Poor),300,Flawless,TRUE,FALSE,Macbook,Macbook Air,1,2011,,,,,,,,,
Macbook Air (Flawless),300,Flawless,TRUE,FALSE,Macbook,Macbook Air,1,2010,,,,,,,,,
Macbook Air (Good),300,Flawless,TRUE,FALSE,Macbook,Macbook Air,1,2010,,,,,,,,,
Macbook Air (Poor),300,Flawless,TRUE,FALSE,Macbook,Macbook Air,1,2010,,,,,,,,,
Macbook Pro  (Flawless),300,Flawless,TRUE,FALSE,Macbook,Macbook Pro,1,2012,,,,,,,,,
Macbook Pro  (Good),300,Flawless,TRUE,FALSE,Macbook,Macbook Pro,1,2012,,,,,,,,,
Macbook Pro  (Poor),300,Flawless,TRUE,FALSE,Macbook,Macbook Pro,1,2012,,,,,,,,,
Macbook Pro  (Flawless),300,Flawless,TRUE,FALSE,Macbook,Macbook Pro,1,2011,,,,,,,,,
Macbook Pro  (Good),300,Flawless,TRUE,FALSE,Macbook,Macbook Pro,1,2011,,,,,,,,,
Macbook Pro  (Poor),300,Flawless,TRUE,FALSE,Macbook,Macbook Pro,1,2011,,,,,,,,,
Macbook Pro  (Flawless),300,Flawless,TRUE,FALSE,Macbook,Macbook Pro,1,2010,,,,,,,,,
Macbook Pro  (Good),300,Flawless,TRUE,FALSE,Macbook,Macbook Pro,1,2010,,,,,,,,,
Macbook Pro  (Poor),300,Flawless,TRUE,FALSE,Macbook,Macbook Pro,1,2010,,,,,,,,,
,,,,,,,,,,,,,,,,,
iPod Classic 7 - 160GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Classic,1,,160GB,,,7,,,,,
iPod Classic 7 - 160GB (Good),100,Good,TRUE,FALSE,iPod,Classic,1,,160GB,,,7,,,,,
iPod Classic 7 - 160GB (Poor),100,Poor,TRUE,FALSE,iPod,Classic,1,,160GB,,,7,,,,,
iPod Classic 6 - 160GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Classic,1,,160GB,,,6,,,,,
iPod Classic 6 - 160GB (Good),100,Good,TRUE,FALSE,iPod,Classic,1,,160GB,,,6,,,,,
iPod Classic 6 - 160GB (Poor),100,Poor,TRUE,FALSE,iPod,Classic,1,,160GB,,,6,,,,,
iPod Classic 6 - 120GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Classic,1,,120GB,,,6,,,,,
iPod Classic 6 - 120GB (Good),100,Good,TRUE,FALSE,iPod,Classic,1,,120GB,,,6,,,,,
iPod Classic 6 - 120GB (Poor),100,Poor,TRUE,FALSE,iPod,Classic,1,,120GB,,,6,,,,,
iPod Classic 6 - 80GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Classic,1,,80GB,,,6,,,,,
iPod Classic 6 - 80GB (Good),100,Good,TRUE,FALSE,iPod,Classic,1,,80GB,,,6,,,,,
iPod Classic 6 - 80GB (Poor),100,Poor,TRUE,FALSE,iPod,Classic,1,,80GB,,,6,,,,,
iPod Classic 5 - 80GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Classic,1,,80GB,,,5,,,,,
iPod Classic 5 - 80GB (Good),100,Good,TRUE,FALSE,iPod,Classic,1,,80GB,,,5,,,,,
iPod Classic 5 - 80GB (Poor),100,Poor,TRUE,FALSE,iPod,Classic,1,,80GB,,,5,,,,,
iPod Classic 5 - 60GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Classic,1,,60GB,,,5,,,,,
iPod Classic 5 - 60GB (Good),100,Good,TRUE,FALSE,iPod,Classic,1,,60GB,,,5,,,,,
iPod Classic 5 - 60GB (Poor),100,Poor,TRUE,FALSE,iPod,Classic,1,,60GB,,,5,,,,,
iPod Classic 5 - 30GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Classic,1,,30GB,,,5,,,,,
iPod Classic 5 - 30GB (Good),100,Good,TRUE,FALSE,iPod,Classic,1,,30GB,,,5,,,,,
iPod Classic 5 - 30GB (Poor),100,Poor,TRUE,FALSE,iPod,Classic,1,,30GB,,,5,,,,,
iPod Nano 7 - 16GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Nano,1,,16GB,,,7,,,,,
iPod Nano 7 - 16GB (Good),100,Good,TRUE,FALSE,iPod,Nano,1,,16GB,,,7,,,,,
iPod Nano 7 - 16GB (Poor),100,Poor,TRUE,FALSE,iPod,Nano,1,,16GB,,,7,,,,,
iPod Nano 6 - 16GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Nano,1,,16GB,,,6,,,,,
iPod Nano 6 - 16GB (Good),100,Good,TRUE,FALSE,iPod,Nano,1,,16GB,,,6,,,,,
iPod Nano 6 - 16GB (Poor),100,Poor,TRUE,FALSE,iPod,Nano,1,,16GB,,,6,,,,,
iPod Nano 6 - 8GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Nano,1,,8GB,,,6,,,,,
iPod Nano 6 - 8GB (Good),100,Good,TRUE,FALSE,iPod,Nano,1,,8GB,,,6,,,,,
iPod Nano 6 - 8GB (Poor),100,Poor,TRUE,FALSE,iPod,Nano,1,,8GB,,,6,,,,,
iPod Nano 5 - 16GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Nano,1,,16GB,,,5,,,,,
iPod Nano 5 - 16GB (Good),100,Good,TRUE,FALSE,iPod,Nano,1,,16GB,,,5,,,,,
iPod Nano 5 - 16GB (Poor),100,Poor,TRUE,FALSE,iPod,Nano,1,,16GB,,,5,,,,,
iPod Nano 5 - 8GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Nano,1,,8GB,,,5,,,,,
iPod Nano 5 - 8GB (Good),100,Good,TRUE,FALSE,iPod,Nano,1,,8GB,,,5,,,,,
iPod Nano 5 - 8GB (Poor),100,Poor,TRUE,FALSE,iPod,Nano,1,,8GB,,,5,,,,,
iPod Touch 5 - 64GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Touch,1,,64GB,,,5,,,,,
iPod Touch 5 - 64GB (Good),100,Good,TRUE,FALSE,iPod,Touch,1,,64GB,,,5,,,,,
iPod Touch 5 - 64GB (Poor),100,Poor,TRUE,FALSE,iPod,Touch,1,,64GB,,,5,,,,,
iPod Touch 5 - 32GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Touch,1,,32GB,,,5,,,,,
iPod Touch 5 - 32GB (Good),100,Good,TRUE,FALSE,iPod,Touch,1,,32GB,,,5,,,,,
iPod Touch 5 - 32GB (Poor),100,Poor,TRUE,FALSE,iPod,Touch,1,,32GB,,,5,,,,,
iPod Touch 4 - 64GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Touch,1,,64GB,,,4,,,,,
iPod Touch 4 - 64GB (Good),100,Good,TRUE,FALSE,iPod,Touch,1,,64GB,,,4,,,,,
iPod Touch 4 - 64GB (Poor),100,Poor,TRUE,FALSE,iPod,Touch,1,,64GB,,,4,,,,,
iPod Touch 4 - 32GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Touch,1,,32GB,,,4,,,,,
iPod Touch 4 - 32GB (Good),100,Good,TRUE,FALSE,iPod,Touch,1,,32GB,,,4,,,,,
iPod Touch 4 - 32GB (Poor),100,Poor,TRUE,FALSE,iPod,Touch,1,,32GB,,,4,,,,,
iPod Touch 4 - 8GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Touch,1,,8GB,,,4,,,,,
iPod Touch 4 - 8GB (Good),100,Good,TRUE,FALSE,iPod,Touch,1,,8GB,,,4,,,,,
iPod Touch 4 - 8GB (Poor),100,Poor,TRUE,FALSE,iPod,Touch,1,,8GB,,,4,,,,,
iPod Touch 3 - 64GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Touch,1,,64GB,,,3,,,,,
iPod Touch 3 - 64GB (Good),100,Good,TRUE,FALSE,iPod,Touch,1,,64GB,,,3,,,,,
iPod Touch 3 - 64GB (Poor),100,Poor,TRUE,FALSE,iPod,Touch,1,,64GB,,,3,,,,,
iPod Touch 3 - 32GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Touch,1,,32GB,,,3,,,,,
iPod Touch 3 - 32GB (Good),100,Good,TRUE,FALSE,iPod,Touch,1,,32GB,,,3,,,,,
iPod Touch 3 - 32GB (Poor),100,Poor,TRUE,FALSE,iPod,Touch,1,,32GB,,,3,,,,,
iPod Touch 2 - 8GB (Flawless),100,Flawless,TRUE,FALSE,iPod,Touch,1,,8GB,,,2,,,,,
iPod Touch 2 - 8GB (Good),100,Good,TRUE,FALSE,iPod,Touch,1,,8GB,,,2,,,,,
iPod Touch 2 - 8GB (Poor),100,Poor,TRUE,FALSE,iPod,Touch,1,,8GB,,,2,,,,,
,,,,,,,,,,,,,,,,,
iPhone 5 Unlocked 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 64GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 64GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 64GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 64GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 32GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 32GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 32GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 32GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 16GB  White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 16GB  White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 16GB  White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 16GB  Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 16GB  Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 16GB  Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,Black,,,,,,
,,,,,,,,,,,,,,,,,
iPhone 5 Sprint 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,White,,,,,,
iPhone 5 Sprint 64GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,White,,,,,,
iPhone 5 Sprint 64GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,White,,,,,,
iPhone 5 Sprint 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,Black,,,,,,
iPhone 5 Sprint 64GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,Black,,,,,,
iPhone 5 Sprint 64GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,Black,,,,,,
iPhone 5 Sprint 32GB  White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,White,,,,,,
iPhone 5 Sprint 32GB  White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,White,,,,,,
iPhone 5 Sprint 32GB  White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,White,,,,,,
iPhone 5 Sprint 32GB  Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,Black,,,,,,
iPhone 5 Sprint 32GB  Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,Black,,,,,,
iPhone 5 Sprint 32GB  Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,Black,,,,,,
iPhone 5 Sprint 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,White,,,,,,
iPhone 5 Sprint 16GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,White,,,,,,
iPhone 5 Sprint 16GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,White,,,,,,
iPhone 5 Sprint 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,Black,,,,,,
iPhone 5 Sprint 16GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,Black,,,,,,
iPhone 5 Sprint 16GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,Black,,,,,,
,,,,,,,,,,,,,,,,,
iPhone 5 AT&T 8GB  White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,8GB,AT&T,White,,,,,,
iPhone 5 AT&T 8GB  White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,8GB,AT&T,White,,,,,,
iPhone 5 AT&T 8GB  White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,8GB,AT&T,White,,,,,,
iPhone 5 AT&T 8GB  Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,8GB,AT&T,Black,,,,,,
iPhone 5 AT&T 8GB  Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,8GB,AT&T,Black,,,,,,
iPhone 5 AT&T 8GB  Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,8GB,AT&T,Black,,,,,,
,,,,,,,,,,,,,,,,,
iPhone 5 Verizon 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,White,,,,,,
iPhone 5 Verizon 64GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,White,,,,,,
iPhone 5 Verizon 64GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,White,,,,,,
iPhone 5 Verizon 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,Black,,,,,,
iPhone 5 Verizon 64GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,Black,,,,,,
iPhone 5 Verizon 64GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,Black,,,,,,
iPhone 5 Verizon 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,White,,,,,,
iPhone 5 Verizon 32GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,White,,,,,,
iPhone 5 Verizon 32GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,White,,,,,,
iPhone 5 Verizon 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,Black,,,,,,
iPhone 5 Verizon 32GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,Black,,,,,,
iPhone 5 Verizon 32GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,Black,,,,,,
iPhone 5 Verizon 16GB  White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,White,,,,,,
iPhone 5 Verizon 16GB  White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,White,,,,,,
iPhone 5 Verizon 16GB  White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,White,,,,,,
iPhone 5 Verizon 16GB  Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,Black,,,,,,
iPhone 5 Verizon 16GB  Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,Black,,,,,,
iPhone 5 Verizon 16GB  Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,Black,,,,,,
,,,,,,,,,,,,,,,,,
iPhone 4S - Unlocked - 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 64GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 64GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 64GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 64GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 32GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 32GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 32GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 32GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 16GB  White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 16GB  White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 16GB  White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 16GB  Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 16GB  Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 16GB  Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,Black,,,,,,
,,,,,,,,,,,,,,,,,
iPhone 4S - Sprint - 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 64GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 64GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 64GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 64GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 32GB  White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 32GB  White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 32GB  White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 32GB  Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 32GB  Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 32GB  Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 16GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 16GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 16GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 16GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,Black,,,,,,
,,,,,,,,,,,,,,,,,
iPhone 4S AT&T 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,White,,,,,,
iPhone 4S AT&T 64GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,White,,,,,,
iPhone 4S AT&T 64GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,White,,,,,,
iPhone 4S AT&T 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,Black,,,,,,
iPhone 4S AT&T 64GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,Black,,,,,,
iPhone 4S AT&T 64GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,Black,,,,,,
iPhone 4S AT&T 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,White,,,,,,
iPhone 4S AT&T 32GB White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,White,,,,,,
iPhone 4S AT&T 32GB White (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,White,,,,,,
iPhone 4S AT&T 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,Black,,,,,,
iPhone 4S AT&T 32GB Black (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,Black,,,,,,
iPhone 4S AT&T 32GB Black (Poor),100,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,Black,,,,,,
iPhone 4S AT&T 16GB  White (Flawless),100,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,White,,,,,,
iPhone 4S AT&T 16GB  White (Good),100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,White,,,,,,
