Title,Honey price,Using condition,For sell,For buy,Category,Product model,Weight lb,Year,Space,Network,Color,Generation,Screen Size,Retina Display ,Memory,Hard Disk,Processor
iPod Touch 4 - 8GB (Poor),400,Poor,TRUE,FALSE,iPod,Touch,1,,8GB,,,4,,,,,
iPod Touch 3 - 64GB (Flawless),800,Flawless,TRUE,FALSE,iPod,Touch,1,,64GB,,,3,,,,,
iPod Touch 3 - 64GB (Good),600,Good,TRUE,FALSE,iPod,Touch,1,,64GB,,,3,,,,,
iPod Touch 3 - 64GB (Poor),300,Poor,TRUE,FALSE,iPod,Touch,1,,64GB,,,3,,,,,
iPod Touch 3 - 32GB (Flawless),700,Flawless,TRUE,FALSE,iPod,Touch,1,,32GB,,,3,,,,,
iPod Touch 3 - 32GB (Good),550,Good,TRUE,FALSE,iPod,Touch,1,,32GB,,,3,,,,,
iPod Touch 3 - 32GB (Poor),250,Poor,TRUE,FALSE,iPod,Touch,1,,32GB,,,3,,,,,
iPod Touch 2 - 8GB (Flawless),500,Flawless,TRUE,FALSE,iPod,Touch,1,,8GB,,,2,,,,,
iPod Touch 2 - 8GB (Good),300,Good,TRUE,FALSE,iPod,Touch,1,,8GB,,,2,,,,,
iPod Touch 2 - 8GB (Poor),100,Poor,TRUE,FALSE,iPod,Touch,1,,8GB,,,2,,,,,

iPhone 5 Unlocked 64GB White (Flawless),7500,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 64GB White (Good),7000,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 64GB White (Poor),3000,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 64GB Black (Flawless),7300,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 64GB Black (Good),6800,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 64GB Black (Poor),2800,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 32GB White (Flawless),7000,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 32GB White (Good),6500,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 32GB White (Poor),2500,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 32GB Black (Flawless),6800,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 32GB Black (Good),6400,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 32GB Black (Poor),2200,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 16GB  White (Flawless),6000,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 16GB  White (Good),5500,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 16GB  White (Poor),2000,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 5 Unlocked 16GB  Black (Flawless),5800,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 16GB  Black (Good),5300,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 5 Unlocked 16GB  Black (Poor),1800,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Factory Unlocked,Black,,,,,,

iPhone 5 Sprint 64GB White (Flawless),5500,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,White,,,,,,
iPhone 5 Sprint 64GB White (Good),5000,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,White,,,,,,
iPhone 5 Sprint 64GB White (Poor),2000,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,White,,,,,,
iPhone 5 Sprint 64GB Black (Flawless),5300,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,Black,,,,,,
iPhone 5 Sprint 64GB Black (Good),4700,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,Black,,,,,,
iPhone 5 Sprint 64GB Black (Poor),1800,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Sprint,Black,,,,,,
iPhone 5 Sprint 32GB  White (Flawless),5000,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,White,,,,,,
iPhone 5 Sprint 32GB  White (Good),4500,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,White,,,,,,
iPhone 5 Sprint 32GB  White (Poor),1500,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,White,,,,,,
iPhone 5 Sprint 32GB  Black (Flawless),4800,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,Black,,,,,,
iPhone 5 Sprint 32GB  Black (Good),4300,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,Black,,,,,,
iPhone 5 Sprint 32GB  Black (Poor),1500,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Sprint,Black,,,,,,
iPhone 5 Sprint 16GB White (Flawless),4000,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,White,,,,,,
iPhone 5 Sprint 16GB White (Good),3700,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,White,,,,,,
iPhone 5 Sprint 16GB White (Poor),1100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,White,,,,,,
iPhone 5 Sprint 16GB Black (Flawless),3700,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,Black,,,,,,
iPhone 5 Sprint 16GB Black (Good),3300,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,Black,,,,,,
iPhone 5 Sprint 16GB Black (Poor),1000,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Sprint,Black,,,,,,

iPhone 5 Verizon 64GB White (Flawless),5500,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,White,,,,,,
iPhone 5 Verizon 64GB White (Good),5000,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,White,,,,,,
iPhone 5 Verizon 64GB White (Poor),2000,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,White,,,,,,
iPhone 5 Verizon 64GB Black (Flawless),5300,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,Black,,,,,,
iPhone 5 Verizon 64GB Black (Good),4700,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,Black,,,,,,
iPhone 5 Verizon 64GB Black (Poor),1800,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB,Verizon,Black,,,,,,
iPhone 5 Verizon 32GB White (Flawless),5000,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,White,,,,,,
iPhone 5 Verizon 32GB White (Good),4500,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,White,,,,,,
iPhone 5 Verizon 32GB White (Poor),1500,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,White,,,,,,
iPhone 5 Verizon 32GB Black (Flawless),4800,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,Black,,,,,,
iPhone 5 Verizon 32GB Black (Good),4300,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,Black,,,,,,
iPhone 5 Verizon 32GB Black (Poor),1500,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB,Verizon,Black,,,,,,
iPhone 5 Verizon 16GB  White (Flawless),4000,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,White,,,,,,
iPhone 5 Verizon 16GB  White (Good),3700,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,White,,,,,,
iPhone 5 Verizon 16GB  White (Poor),1100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,White,,,,,,
iPhone 5 Verizon 16GB  Black (Flawless),3700,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,Black,,,,,,
iPhone 5 Verizon 16GB  Black (Good),3300,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,Black,,,,,,
iPhone 5 Verizon 16GB  Black (Poor),1000,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB,Verizon,Black,,,,,,

ALL iPhone 5 AT&T models - please add and copy same exact honey values from Verizon iPhone 5

iPhone 5 AT&T 64GB White (Flawless),5500,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB, AT&T,White,,,,,,
iPhone 5  AT&T 64GB White (Good),5000,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB, AT&T,White,,,,,,
iPhone 5  AT&T 64GB White (Poor),2000,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB, AT&T,White,,,,,,
iPhone 5  AT&T 64GB Black (Flawless),5300,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,64GB, AT&T,Black,,,,,,
iPhone 5  AT&T 64GB Black (Good),4700,Good,TRUE,FALSE,iPhone,iPhone 5,1,,64GB, AT&T,Black,,,,,,
iPhone 5  AT&T 64GB Black (Poor),1800,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,64GB, AT&T,Black,,,,,,
iPhone 5  AT&T 32GB White (Flawless),5000,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB, AT&T,White,,,,,,
iPhone 5  AT&T 32GB White (Good),4500,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB, AT&T,White,,,,,,
iPhone 5  AT&T 32GB White (Poor),1500,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB, AT&T,White,,,,,,
iPhone 5  AT&T 32GB Black (Flawless),4800,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,32GB, AT&T,Black,,,,,,
iPhone 5  AT&T 32GB Black (Good),4300,Good,TRUE,FALSE,iPhone,iPhone 5,1,,32GB, AT&T,Black,,,,,,
iPhone 5  AT&T 32GB Black (Poor),1500,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,32GB, AT&T,Black,,,,,,
iPhone 5  AT&T 16GB  White (Flawless),4000,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB, AT&T,White,,,,,,
iPhone 5  AT&T 16GB  White (Good),3700,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB, AT&T,White,,,,,,
iPhone 5  AT&T 16GB  White (Poor),1100,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB, AT&T,White,,,,,,
iPhone 5  AT&T 16GB  Black (Flawless),3700,Flawless,TRUE,FALSE,iPhone,iPhone 5,1,,16GB, AT&T,Black,,,,,,
iPhone 5  AT&T 16GB  Black (Good),3300,Good,TRUE,FALSE,iPhone,iPhone 5,1,,16GB, AT&T,Black,,,,,,
iPhone 5  AT&T 16GB  Black (Poor),1000,Poor,TRUE,FALSE,iPhone,iPhone 5,1,,16GB, AT&T,Black,,,,,,

iPhone 4S - Unlocked - 64GB White (Flawless),5000,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 64GB White (Good),4700,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 64GB White (Poor),2300,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 64GB Black (Flawless),4700,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 64GB Black (Good),4300,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 64GB Black (Poor),2000,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 32GB White (Flawless),4500,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 32GB White (Good),4100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 32GB White (Poor),1900,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 32GB Black (Flawless),4800,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 32GB Black (Good),4500,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 32GB Black (Poor),1700,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 16GB  White (Flawless),4000,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 16GB  White (Good),3500,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 16GB  White (Poor),1500,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 4S - Unlocked - 16GB  Black (Flawless),3700,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 16GB  Black (Good),3300,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 4S - Unlocked - 16GB  Black (Poor),1200,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Factory Unlocked,Black,,,,,,

iPhone 4S - Sprint - 64GB White (Flawless),4000,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 64GB White (Good),3600,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 64GB White (Poor),1500,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 64GB Black (Flawless),3600,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 64GB Black (Good),3400,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 64GB Black (Poor),1200,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 32GB  White (Flawless),3400,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 32GB  White (Good),3100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 32GB  White (Poor),950,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 32GB  Black (Flawless),3200,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 32GB  Black (Good),2900,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 32GB  Black (Poor),900,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 16GB White (Flawless),3000,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 16GB White (Good),2700,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 16GB White (Poor),750,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,White,,,,,,
iPhone 4S - Sprint - 16GB Black (Flawless),2800,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 16GB Black (Good),2500,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,Black,,,,,,
iPhone 4S - Sprint - 16GB Black (Poor),650,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Sprint,Black,,,,,,

All iPhone 4S Verizon models - please add and copy same exact honey values from Sprint iPhone 4S

iPhone 4S - Verizon - 64GB White (Flawless),4000,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Verizon,White,,,,,,
iPhone 4S - Verizon - 64GB White (Good),3600,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Verizon,White,,,,,,
iPhone 4S - Verizon - 64GB White (Poor),1500,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Verizon,White,,,,,,
iPhone 4S - Verizon - 64GB Black (Flawless),3600,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Verizon,Black,,,,,,
iPhone 4S - Verizon - 64GB Black (Good),3400,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Verizon,Black,,,,,,
iPhone 4S - Verizon - 64GB Black (Poor),1200,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,Verizon,Black,,,,,,
iPhone 4S - Verizon - 32GB  White (Flawless),3400,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Verizon,White,,,,,,
iPhone 4S - Verizon - 32GB  White (Good),3100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Verizon,White,,,,,,
iPhone 4S - Verizon - 32GB  White (Poor),950,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Verizon,White,,,,,,
iPhone 4S - Verizon - 32GB  Black (Flawless),3200,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Verizon,Black,,,,,,
iPhone 4S - Verizon - 32GB  Black (Good),2900,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Verizon,Black,,,,,,
iPhone 4S - Verizon - 32GB  Black (Poor),900,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,Verizon,Black,,,,,,
iPhone 4S - Verizon - 16GB White (Flawless),3000,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Verizon,White,,,,,,
iPhone 4S - Verizon - 16GB White (Good),2700,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Verizon,White,,,,,,
iPhone 4S - Verizon - 16GB White (Poor),750,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Verizon,White,,,,,,
iPhone 4S - Verizon - 16GB Black (Flawless),2800,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Verizon,Black,,,,,,
iPhone 4S - Verizon - 16GB Black (Good),2500,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Verizon,Black,,,,,,
iPhone 4S - Verizon - 16GB Black (Poor),650,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,Verizon,Black,,,,,,

iPhone 4S AT&T 64GB White (Flawless),4000,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,White,,,,,,
iPhone 4S AT&T 64GB White (Good),3600,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,White,,,,,,
iPhone 4S AT&T 64GB White (Poor),1500,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,White,,,,,,
iPhone 4S AT&T 64GB Black (Flawless),3600,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,Black,,,,,,
iPhone 4S AT&T 64GB Black (Good),3400,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,Black,,,,,,
iPhone 4S AT&T 64GB Black (Poor),1200,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,64GB,AT&T,Black,,,,,,
iPhone 4S AT&T 32GB White (Flawless),3400,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,White,,,,,,
iPhone 4S AT&T 32GB White (Good),3100,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,White,,,,,,
iPhone 4S AT&T 32GB White (Poor),950,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,White,,,,,,
iPhone 4S AT&T 32GB Black (Flawless),3200,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,Black,,,,,,
iPhone 4S AT&T 32GB Black (Good),2900,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,Black,,,,,,
iPhone 4S AT&T 32GB Black (Poor),900,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,32GB,AT&T,Black,,,,,,
iPhone 4S AT&T 16GB  White (Flawless),3000,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,White,,,,,,
iPhone 4S AT&T 16GB  White (Good),2700,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,White,,,,,,
iPhone 4S AT&T 16GB  White (Poor),750,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,White,,,,,,
iPhone 4S AT&T 16GB  Black (Flawless),2800,Flawless,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,Black,,,,,,
iPhone 4S AT&T 16GB  Black (Good),2500,Good,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,Black,,,,,,
iPhone 4S AT&T 16GB  Black (Poor),650,Poor,TRUE,FALSE,iPhone,iPhone 4S,1,,16GB,AT&T,Black,,,,,,

iPhone 4 Unlocked - 32GB White (Flawless),2500,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 32GB White (Good),2200,Good,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 32GB White (Poor),1200,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 32GB Black (Flawless),2300,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 32GB Black (Good),1900,Good,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 32GB Black (Poor),800,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 16GB White (Flawless),2000,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 16GB White (Good),1600,Good,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 16GB White (Poor),700,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 16GB Black (Flawless),1800,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 16GB Black (Good),1400,Good,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 16GB Black (Poor),600,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 8GB  White (Flawless),1500,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 8GB  White (Good),1000,Good,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 8GB  White (Poor),500,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,White,,,,,,
iPhone 4 Unlocked - 8GB  Black (Flawless),900,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 8GB  Black (Good),700,Good,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,Black,,,,,,
iPhone 4 Unlocked - 8GB  Black (Poor),400,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Factory Unlocked,Black,,,,,,

iPhone 4 Sprint - 8GB White (Flawless),1200,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,White,,,,,,
iPhone 4 Sprint - 8GB White (Good),1000,Good,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,White,,,,,,
iPhone 4 Sprint - 8GB White (Poor),600,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,White,,,,,,
iPhone 4 Sprint - 8GB Black (Flawless),1000,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,Black,,,,,,
iPhone 4 Sprint - 8GB Black (Good),650,Good,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,Black,,,,,,
iPhone 4 Sprint - 8GB Black (Poor),300,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,8GB,Sprint,Black,,,,,,

iPhone 4 AT&T 32GB White (Flawless),2300,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,White,,,,,,
iPhone 4 AT&T 32GB White (Good),2000,Good,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,White,,,,,,
iPhone 4 AT&T 32GB White (Poor),800,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,White,,,,,,
iPhone 4 AT&T 32GB Black (Flawless),2000,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,Black,,,,,,
iPhone 4 AT&T 32GB Black (Good),1700,Good,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,Black,,,,,,
iPhone 4 AT&T 32GB Black (Poor),700,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,32GB,AT&T,Black,,,,,,
iPhone 4 AT&T 16GB White (Flawless),2000,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,White,,,,,,
iPhone 4 AT&T 16GB White (Good),1600,Good,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,White,,,,,,
iPhone 4 AT&T 16GB White (Poor),700,Poor,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,White,,,,,,
iPhone 4 AT&T 16GB Black (Flawless),1700,Flawless,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,Black,,,,,,
iPhone 4 AT&T 16GB Black (Good),1400,Good,TRUE,FALSE,iPhone,iPhone 4,1,,16GB,AT&T,Black,,,,,,
