Title,Flawlesss,Good,Poor,For sell,For buy,Category,Product model,Weight lb,Year,Space,Network,Color,Generation,Screen Size,Retina Display ,Memory,Hard Disk,Processor
Mini - 4G LTE - Sprint - 32GB White,5000,4700,2000,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 32GB Black,4900,4500,1800,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE - Sprint - 16GB White,4500,4200,2000,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,White,,,,,,
Mini - 4G LTE - Sprint - 16GB Black,4100,3700,1700,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - Sprint,Black,,,,,,
Mini - 4G LTE AT&T 64GB White,5000,4700,2000,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 64GB Black,4900,4500,1800,TRUE,FALSE,iPad,Mini,1,,64GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 32GB White,5000,4700,2000,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 32GB Black,4900,4500,1800,TRUE,FALSE,iPad,Mini,1,,32GB,4G LTE - AT&T,Black,,,,,,
Mini - 4G LTE AT&T 16GB White,4500,4200,2000,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,White,,,,,,
Mini - 4G LTE AT&T 16GB Black,4100,3700,1700,TRUE,FALSE,iPad,Mini,1,,16GB,4G LTE - AT&T,Black,,,,,,
Mini WiFi Only 64GB White,5000,4500,2000,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,White,,,,,,
Mini WiFi Only 64GB Black,4500,4000,1700,TRUE,FALSE,iPad,Mini,1,,64GB,WiFi Only,Black,,,,,,
Mini WiFi Only 32GB White,4000,3700,1500,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,White,,,,,,
Mini WiFi Only 32GB Black,3800,3400,1200,TRUE,FALSE,iPad,Mini,1,,32GB,WiFi Only,Black,,,,,,
Mini WiFi Only 16GB White,3400,3000,1000,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,White,,,,,,
Mini WiFi Only 16GB Black,3200,2800,700,TRUE,FALSE,iPad,Mini,1,,16GB,WiFi Only,Black,,,,,,
iPad 4 - 4G LTE Verizon 64GB White,7500,7000,3000,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 64GB Black,7000,6500,2600,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 32GB White,6500,6000,2200,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 32GB Black,6300,5800,2000,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE Verizon 16GB White,5000,4500,2000,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 4 - 4G LTE Verizon 16GB Black,4600,4000,1700,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Verizon,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB White,7500,7000,3000,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 64GB Black,7000,6500,2600,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB White,6500,6000,2200,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 32GB Black,6300,5800,2000,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB White,5000,4500,2000,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,White,,,,,,
iPad 4 - 4G LTE - Sprint - 16GB Black,4600,4000,1700,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - Sprint,Black,,,,,,
iPad 4 - 4G LTE AT&T 64GB White,7500,7000,3000,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 64GB Black,7000,6500,2600,TRUE,FALSE,iPad,iPad 4,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 32GB White,6500,6000,2200,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 32GB Black,6300,5800,2000,TRUE,FALSE,iPad,iPad 4,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 4 - 4G LTE AT&T 16GB White,5000,4500,2000,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 4 - 4G LTE AT&T 16GB Black,4600,4000,1700,TRUE,FALSE,iPad,iPad 4,1,,16GB,4G LTE - AT&T,Black,,,,,,
iPad 4 WiFi Only 64GB White,6500,6000,3000,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 64GB Black,6200,5700,2700,TRUE,FALSE,iPad,iPad 4,1,,64GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 32GB White,6000,5500,2500,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 32GB Black,5500,5000,2000,TRUE,FALSE,iPad,iPad 4,1,,32GB,WiFi Only,Black,,,,,,
iPad 4 WiFi Only 16GB White,4000,3500,1500,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,White,,,,,,
iPad 4 WiFi Only 16GB Black,3600,3000,1200,TRUE,FALSE,iPad,iPad 4,1,,16GB,WiFi Only,Black,,,,,,
,,,,,,,,,,,,,,,,,,
Remove Ipad 3 and iPad 2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Galaxy Note II - Unlocked - 32GB White,6500,6000,3000,TRUE,FALSE,Galaxy,Note II,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy Note II - Unlocked - 16GB White,5000,4500,2300,TRUE,FALSE,Galaxy,Note II,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy Note II - Sprint - 16GB White,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,Sprint,White,,,,,,
Galaxy Note II - T-Mobile - 16GB White,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,T-Mobile,White,,,,,,
Galaxy Note II AT&T 16GB White,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,AT&T,White,,,,,,
Galaxy Note II Verizon 16GB White,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,Verizon,White,,,,,,
,,,,,,,,,,,,,,,,,,
Galaxy Note 2 requires Gray also in addition to white which is already there. Please add that and use the same values for every carrier with except unlocked.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Galaxy Note II - Sprint - 16GB Gray,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,Sprint,Gray,,,,,,
Galaxy Note II - T-Mobile - 16GB Gray,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,T-Mobile,Gray,,,,,,
Galaxy Note II AT&T 16GB Gray,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,AT&T,Gray,,,,,,
Galaxy Note II Verizon 16GB Gray,6000,5500,2500,TRUE,FALSE,Galaxy,Note II,1,,16GB,Verizon,Gray,,,,,,
,,,,,,,,,,,,,,,,,,
Remove Note,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Galaxy S3 Unlocked - 32GB White,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 32GB Black,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 32GB Brown,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 32GB Red,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Unlocked - 16GB  White,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 16GB  Black,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 16GB  Brown,4300,3700,1300,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 16GB  Red,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Sprint - 32GB White,4300,3500,1300,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 32GB Black,4000,3300,1000,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 32GB Brown,3000,2500,1200,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 32GB Red,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Red,,,,,,
Galaxy S3 Sprint - 16GB White,3500,3000,1500,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 16GB Black,3200,2700,1300,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 16GB Brown,2500,2000,1000,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 16GB Red,3500,2800,1700,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Red,,,,,,
Galaxy S3 T-Mobile - 32GB White,4300,3500,1300,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,White,,,,,,
Galaxy S3 T-Mobile - 32GB Black,4000,3300,1000,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Black,,,,,,
Galaxy S3 T-Mobile - 32GB Brown,3000,2500,1200,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Brown,,,,,,
Galaxy S3 T-Mobile - 32GB Red,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Red,,,,,,
Galaxy S3 T-Mobile - 16GB White,3500,3000,1500,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,White,,,,,,
Galaxy S3 T-Mobile - 16GB Black,3200,2700,1300,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Black,,,,,,
Galaxy S3 T-Mobile - 16GB Brown,2500,2000,1000,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Brown,,,,,,
Galaxy S3 T-Mobile - 16GB Red,3500,2800,1700,TRUE,FALSE,Galaxy,S III,1,,16GB,T-Mobile,Red,,,,,,
Galaxy S3 AT&T - 32GB White,4300,3500,1300,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,White,,,,,,
Galaxy S3 AT&T - 32GB Black,4000,3300,1000,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Black,,,,,,
Galaxy S3 AT&T - 32GB Brown,3000,2500,1200,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Brown,,,,,,
Galaxy S3 AT&T - 32GB Red,4500,4000,1500,TRUE,FALSE,Galaxy,S III,1,,32GB,AT&T,Red,,,,,,
Galaxy S3 AT&T - 16GB White,3500,3000,1500,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,White,,,,,,
Galaxy S3 AT&T - 16GB Black,3200,2700,1300,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Black,,,,,,
Galaxy S3 AT&T - 16GB Brown,2500,2000,1000,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Brown,,,,,,
Galaxy S3 AT&T - 16GB Red,3500,2800,1700,TRUE,FALSE,Galaxy,S III,1,,16GB,AT&T,Red,,,,,,
,,,,,,,,,,,,,,,,,,
Remove S2,,,,,,,,,,,,,,,,,,
